,ville_raw,quartier_raw,price_raw,room_nb_raw,bedroom_nb_raw,surface_raw
483,Paris 15ème,Cambronne-Garibaldi,2250000,5,3,142.0
484,Paris 7ème,Ecole Militaire,2250000,5,3,142.0
485,Paris 9ème,Clichy-Trinité,1360000,4,2,112.1
486,Paris 14ème,Montsouris Dareau,468000,2,1,34.36
488,Paris 3ème,Enfants Rouges,630000,2,1,37.0
489,Paris 11ème,Nation-Alexandre Dumas,735000,3,2,59.0
490,Paris 17ème,Pereire-Malesherbes,2395000,6,5,233.0
491,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,495000,2,1,43.05
492,Paris 17ème,Legendre-Lévis,2600000,6,4,184.0
493,Paris 14ème,Raspail-Montparnasse,2835000,7,5,203.0
494,Paris 20ème,Père Lachaise-Réunion,765000,3,2,66.0
495,Paris 2ème,Montorgueil-Saint Denis,1100000,4,2,80.0
496,Paris 2ème,Montorgueil-Saint Denis,1100000,4,3,80.0
497,Paris 3ème,Enfants Rouges,570000,2,1,44.0
498,Paris 16ème,Muette Nord,3570000,7,5,288.0
499,Paris 20ème,Saint Blaise,450000,3,2,73.41
500,Paris 20ème,Plaine,485000,2,1,50.56
502,Paris 16ème,Chaillot,495000,2,1,39.0
503,Paris 8ème,Parc Monceau,3672000,6,4,230.0
504,Paris 18ème,Amiraux-Simplon-Poissonniers,885000,4,2,65.0
505,Paris 16ème,Muette Nord,2855000,6,4,231.69
506,Paris 11ème,Belleville-Saint Maur,979000,3,2,91.0
507,Paris 14ème,Didot-Porte de Vanves,412500,2,1,52.78
508,Paris 16ème,Muette Nord,2200000,6,4,158.0
509,Paris 16ème,Muette Nord,1695000,5,3,136.12
510,Paris 16ème,Porte Dauphine,2400000,4,2,118.0
512,Paris 14ème,Mouton Duvernet,10,7,4,370.0
514,Paris 1er,Seine et Berges,1470000,2,1,69.0
515,Paris 17ème,Courcelles-Wagram,3380000,7,4,260.0
516,Paris 15ème,Georges Brassens,850000,4,2,84.0
517,Paris 8ème,Mairie,1265000,5,4,92.0
518,Paris 8ème,Triangle d'Or,3900000,5,2,140.0
519,Paris 9ème,Clichy-Trinité,1360000,4,2,112.1
520,Paris 14ème,Montsouris Dareau,468000,2,1,34.36
521,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,745000,3,2,64.65
522,Paris 7ème,Invalides,2990000,7,5,175.0
523,Paris 7ème,Gros Caillou,2575000,5,3,193.0
524,Paris 1er,Seine et Berges,1470000,2,1,69.0
525,Paris 4ème,Saint Gervais,750000,2,1,50.0
526,Paris 15ème,Georges Brassens,850000,4,2,84.0
527,Paris 8ème,Mairie,1265000,5,4,92.0
528,Paris 8ème,Triangle d'Or,3900000,5,2,140.0
529,Paris 15ème,Emeriau-Zola,499000,2,1,49.06
530,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,745000,3,2,64.65
531,Paris 7ème,Invalides,2990000,7,5,175.0
532,Paris 7ème,Gros Caillou,2575000,5,3,193.0
533,Paris 15ème,Vaugirard-Parc des Expositions,505000,2,1,48.0
534,Paris 19ème,Flandre-Aubervilliers,472500,2,1,46.43
535,Paris 7ème,Invalides,1837500,2,1,88.0
536,Paris 11ème,Belleville-Saint Maur,615000,3,1,60.0
537,Paris 7ème,Saint Thomas d'Aquin,7000000,7,4,249.07
538,Paris 3ème,Sainte Avoie,630000,2,1,38.0
539,Paris 11ème,République-Saint Ambroise,1289000,4,2,96.0
540,Paris 7ème,Gros Caillou,1795000,6,4,136.0
541,Paris 7ème,Invalides,950000,2,1,69.0
542,Paris 5ème,Val de Grace,960000,3,2,71.0
543,Paris 20ème,Gambetta,760000,4,3,108.0
544,Paris 19ème,Bassin de la Villette,699000,3,2,79.0
545,Paris 8ème,Mairie,1875000,4,2,100.0
546,Paris 6ème,Saint Germain des Prés,880000,3,1,61.0
547,Paris 7ème,Ecole Militaire,2678000,6,3,160.0
548,Paris 6ème,Notre Dame des Champs,6210000,10,6,340.0
549,Paris 11ème,Belleville-Saint Maur,685000,3,2,64.0
550,Paris 13ème,Patay-Masséna,445000,2,1,43.0
551,Paris 17ème,Ternes-Maillot,2079000,5,3,148.0
552,Paris 11ème,Belleville-Saint Maur,835000,3,2,75.0
553,Paris 14ème,Mouton Duvernet,483000,2,1,40.0
554,Paris 14ème,Jean Moulin-Porte d'Orléans,995000,4,2,83.2
555,Paris 8ème,Triangle d'Or,1650000,2,1,63.3
556,,,475000,2,1,37.91
557,Paris 17ème,Epinettes-Bessières,389000,2,1,42.5
558,Paris 2ème,Sentier-Bonne Nouvelle,1650000,4,2,120.0
559,Paris 18ème,Clignancourt-Jules Joffrin,995000,4,2,106.0
560,Paris 6ème,Saint Germain des Prés,4500000,4,2,150.0
561,Paris 6ème,Monnaie,2200000,4,2,96.45
562,Paris 4ème,Saint Gervais,1715000,4,3,115.0
563,Paris 8ème,Hoche-Friedland,5000000,6,4,228.0
564,Paris 16ème,Porte Dauphine,3790000,9,7,283.17
565,Paris 8ème,Triangle d'Or,3980000,6,4,190.0
566,Paris 12ème,Vallée de Fécamp,4113500,11,8,390.0
567,Paris 8ème,Triangle d'Or,8970000,8,5,390.0
568,Paris 1er,Les Halles,1330000,5,3,93.31
569,Paris 15ème,Violet Commerce,730000,3,1,41.59
570,Paris 7ème,Invalides,1440000,3,1,61.0
571,Paris 13ème,Olympiades-Choisy,675000,4,3,86.0
572,Paris 6ème,Monnaie,875000,2,1,48.0
573,Paris 19ème,Manin-Jaurès,406200,2,1,39.76
574,Paris 16ème,Muette Sud,1680000,4,2,109.29
575,Paris 16ème,Muette Nord,5950000,6,4,350.0
576,Paris 17ème,Champerret-Berthier,325000,2,1,50.11
577,Paris 1er,Palais Royal,3580000,7,5,233.55
578,,,3150000,6,4,148.95
579,Paris 11ème,Bastille-Popincourt,1330000,4,3,88.0
580,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,1250000,4,3,100.0
581,Paris 17ème,Pereire-Malesherbes,1578000,3,2,100.0
583,Paris 8ème,Saint Philippe du Roule,2392000,5,3,150.0
584,Paris 11ème,République-Saint Ambroise,1210000,5,3,107.5
585,Paris 17ème,Courcelles-Wagram,1999000,5,3,128.0
586,Paris 16ème,Muette Sud,895000,2,1,60.17
587,Paris 16ème,Porte Dauphine,1750000,5,4,152.3
588,Paris 12ème,Nation-Picpus,652000,4,3,76.44
589,Paris 17ème,Courcelles-Wagram,920000,4,2,75.18
590,Paris 4ème,Saint Gervais,770000,2,1,53.19
591,Paris 16ème,Porte Dauphine,1975000,5,3,148.81
592,Paris 10ème,Louis Blanc-Aqueduc,1000000,3,2,82.13
593,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,717600,3,2,73.0
594,Paris 15ème,Emeriau-Zola,586000,2,1,51.0
596,Paris 16ème,Chaillot,2280000,5,2,153.0
597,Paris 5ème,Saint Victor,585000,2,1,33.0
599,Paris 7ème,Saint Thomas d'Aquin,1200000,2,2,60.47
600,Paris 1er,Vendôme,1950000,4,2,65.0
601,Paris 2ème,Vivienne-Gaillon,1950000,3,2,65.0
602,,,2290000,5,3,147.0
603,Paris 2ème,Vivienne-Gaillon,520000,2,1,37.33
604,Paris 16ème,Porte Dauphine,2680000,8,5,193.0
605,Paris 16ème,Auteuil Sud,1050000,3,1,60.0
606,Paris 8ème,Elysées-Madeleine,1265000,3,2,76.0
607,Paris 15ème,Emeriau-Zola,528850,2,1,51.0
608,Paris 16ème,Muette Nord,820000,3,1,62.97
609,Paris 16ème,Muette Nord,1320000,4,3,127.0
610,Paris 18ème,Grandes Carrières-Clichy,480000,2,1,48.98
611,Paris 18ème,Clignancourt-Jules Joffrin,2195000,5,3,155.0
613,Paris 17ème,Courcelles-Wagram,2956000,7,4,210.0
614,Paris 18ème,Grandes Carrières-Clichy,583000,2,1,48.25
615,Paris 7ème,Gros Caillou,1690000,5,3,113.0
616,Paris 19ème,Buttes Chaumont,418700,2,1,40.0
617,Paris 20ème,Belleville,992750,4,3,77.0
618,Paris 11ème,Léon-Blum Folie-Regnault,925000,4,3,79.0
619,Paris 11ème,Léon-Blum Folie-Regnault,713000,4,3,69.0
620,Paris 8ème,Elysées-Madeleine,2550000,5,3,144.0
621,Paris 15ème,Dupleix-Motte Picquet,1790000,4,3,94.0
622,Paris 17ème,La Fourche-Guy Môquet,630000,3,2,59.86
623,Paris 10ème,Porte Saint Denis-Paradis,530000,2,1,46.31
624,Paris 20ème,Père Lachaise-Réunion,1260000,5,3,162.47
625,Paris 15ème,Emeriau-Zola,1036000,4,3,110.0
626,Paris 17ème,La Fourche-Guy Môquet,630000,3,2,59.86
627,Paris 10ème,Porte Saint Denis-Paradis,530000,2,1,46.31
628,Paris 14ème,Mouton Duvernet,535000,2,1,48.0
629,,,530000,2,1,47.0
630,Paris 15ème,Alleray Procession,1260000,5,3,93.86
631,Paris 6ème,Odéon,1650000,5,4,114.38
632,Paris 7ème,Ecole Militaire,624000,2,1,41.0
633,Paris 6ème,Saint Placide,624000,2,1,49.0
634,Paris 6ème,Saint Placide,1850000,5,2,117.0
635,Paris 7ème,Ecole Militaire,1850000,5,3,142.0
636,Paris 19ème,Manin-Jaurès,1248000,5,3,162.0
637,Paris 16ème,Bois de Boulogne,4350000,10,6,337.0
638,Paris 7ème,Invalides,2790000,4,3,141.54
639,Paris 18ème,Montmartre,1470000,5,2,135.0
640,Paris 16ème,Porte Dauphine,1715000,4,3,137.0
641,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,717600,3,2,73.0
642,Paris 15ème,Emeriau-Zola,586000,2,1,51.0
644,Paris 8ème,Parc Monceau,2480000,7,4,170.0
645,Paris 15ème,Violet Commerce,1050000,4,3,104.0
646,Paris 17ème,Pereire-Malesherbes,2400000,6,3,166.56
647,Paris 12ème,Bel-Air Sud,830000,3,2,73.0
648,Paris 7ème,Ecole Militaire,2300000,6,4,210.0
649,Paris 16ème,Auteuil Nord,2350000,5,3,157.14
650,Paris 17ème,Batignolles-Cardinet,1630000,6,3,150.0
651,Paris 16ème,Auteuil Nord,1189320,3,2,75.0
652,Paris 6ème,Monnaie,4500000,4,2,150.0
653,Paris 1er,Vendôme,1950000,4,2,65.0
654,,,2290000,5,3,147.0
655,Paris 16ème,Porte Dauphine,2680000,8,5,193.0
656,Paris 16ème,Auteuil Sud,1050000,3,1,60.0
658,Paris 8ème,Parc Monceau,2080000,4,2,166.0
659,Paris 15ème,Emeriau-Zola,528850,2,1,51.0
660,Paris 16ème,Muette Nord,1320000,4,3,127.0
661,Paris 18ème,Amiraux-Simplon-Poissonniers,339000,2,1,38.42
662,Paris 17ème,Courcelles-Wagram,2185403,6,3,172.5
663,Paris 10ème,Louis Blanc-Aqueduc,682500,3,2,63.1
665,Paris 17ème,Courcelles-Wagram,2956000,7,4,210.0
666,Paris 18ème,Montmartre,822000,3,2,64.0
668,Paris 16ème,Muette Nord,2515000,5,4,195.0
669,Paris 18ème,Grandes Carrières-Clichy,583000,2,1,48.25
670,Paris 19ème,Buttes Chaumont,418700,2,1,40.0
671,Paris 11ème,Nation-Alexandre Dumas,895000,3,2,85.0
672,Paris 11ème,Léon-Blum Folie-Regnault,925000,4,3,79.0
673,Paris 15ème,Dupleix-Motte Picquet,1790000,4,3,94.0
674,,,530000,2,1,47.0
675,Paris 6ème,Odéon,1650000,5,4,114.38
676,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,915000,5,4,107.0
677,Paris 3ème,Archives,2390000,5,3,204.0
678,Paris 18ème,Montmartre,1470000,5,2,135.0
679,Paris 7ème,Saint Thomas d'Aquin,2755000,6,3,184.14
680,Paris 6ème,Saint Germain des Prés,750000,2,1,41.0
681,Paris 16ème,Porte Dauphine,1715000,4,3,137.0
682,Paris 16ème,Muette Nord,3270000,6,2,203.82
683,Paris 16ème,Chaillot,3580000,5,3,222.0
684,Paris 14ème,Mouton Duvernet,720000,3,2,69.0
685,Paris 11ème,Léon-Blum Folie-Regnault,898000,4,2,78.28
686,Paris 17ème,Legendre-Lévis,2510000,5,3,173.78
687,Paris 6ème,Saint Placide,2480000,3,2,91.88
688,Paris 4ème,Arsenal,1870000,3,1,117.67
689,Paris 17ème,Legendre-Lévis,474000,2,1,38.0
691,Paris 18ème,Montmartre,975000,2,1,80.0
692,Paris 16ème,Chaillot,3995000,5,3,140.0
693,,,660000,2,1,42.6
694,Paris 7ème,Ecole Militaire,4700000,5,4,213.37
695,Paris 7ème,Saint Thomas d'Aquin,1280000,2,1,63.0
696,Paris 20ème,Gambetta,515000,2,1,48.13
697,Paris 4ème,Saint Merri,970000,2,1,79.0
698,Paris 8ème,Elysées-Madeleine,910000,2,1,53.0
699,Paris 15ème,Citroën-Boucicaut,975000,4,3,100.8
700,Paris 10ème,Porte Saint Denis-Paradis,1690000,5,4,139.1
701,Paris 20ème,Gambetta,515000,2,1,48.13
702,Paris 4ème,Saint Merri,970000,2,1,79.0
703,Paris 1er,Saint Germain l'Auxerrois,1650000,4,2,100.45
704,Paris 8ème,Elysées-Madeleine,910000,2,1,53.0
705,Paris 18ème,La Chapelle-Marx Dormoy,590000,3,2,61.0
706,Paris 15ème,Citroën-Boucicaut,3069400,7,4,200.0
708,Paris 17ème,Pereire-Malesherbes,2357227,5,3,174.7
709,Paris 17ème,Pereire-Malesherbes,1415000,5,3,119.6
710,Paris 6ème,Rennes,2580000,6,3,113.0
711,Paris 4ème,Arsenal,1715000,4,3,116.0
712,Paris 8ème,Saint Philippe du Roule,2025000,6,3,166.44
713,Paris 18ème,Grandes Carrières-Clichy,1000000,4,2,92.01
714,Paris 18ème,Clignancourt-Jules Joffrin,488000,2,1,50.0
715,Paris 16ème,Chaillot,1880000,4,3,150.0
716,Paris 17ème,Pereire-Malesherbes,572250,2,1,47.0
717,Paris 16ème,Muette Nord,650000,2,1,45.0
718,Paris 8ème,Triangle d'Or,3600000,5,3,180.0
720,Paris 8ème,Elysées-Madeleine,2400000,4,2,110.14
721,Paris 14ème,Mouton Duvernet,620000,3,2,54.0
722,Paris 20ème,Plaine,358000,2,1,34.6
723,Paris 16ème,Chaillot,2072600,7,4,161.0
725,Paris 1er,Les Halles,649000,3,1,54.25
726,,,649000,3,1,54.25
727,Paris 17ème,Pereire-Malesherbes,1650000,6,3,150.0
728,Paris 8ème,Triangle d'Or,3895000,8,4,254.0
730,Paris 17ème,Pereire-Malesherbes,1875000,4,2,100.0
731,Paris 7ème,Ecole Militaire,2300000,5,3,120.0
732,Paris 14ème,Raspail-Montparnasse,2200000,5,3,154.0
733,Paris 18ème,Grandes Carrières-Clichy,584000,2,1,53.0
735,Paris 15ème,Emeriau-Zola,1295000,4,3,82.5
737,Paris 17ème,Ternes-Maillot,577000,2,1,49.0
738,Paris 18ème,La Chapelle-Marx Dormoy,481500,2,1,52.9
739,Paris 17ème,Pereire-Malesherbes,1680000,5,3,131.0
740,Paris 9ème,Provence Opéra,750000,2,1,66.0
741,Paris 13ème,Buttes Aux Cailles-Glacière,900000,4,3,86.0
742,Paris 16ème,Muette Sud,3095000,8,5,240.0
743,Paris 16ème,Auteuil Nord,1750000,5,3,140.0
744,Paris 16ème,Porte Dauphine,3570000,5,3,224.0
745,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,459000,2,1,48.62
748,Paris 8ème,Elysées-Madeleine,1990000,5,3,151.57
749,Paris 18ème,Grandes Carrières-Clichy,495000,2,1,52.12
750,Paris 15ème,Violet Commerce,540000,2,1,48.0
751,Paris 11ème,Belleville-Saint Maur,1850000,5,3,165.0
753,Paris 10ème,Saint Vincent de Paul-Lariboisière,700000,3,2,68.1
754,Paris 14ème,Jean Moulin-Porte d'Orléans,625000,3,2,54.0
755,Paris 8ème,Saint Philippe du Roule,3150000,3,2,155.0
756,Paris 6ème,Monnaie,310,2,1,127.5
757,Paris 8ème,Elysées-Madeleine,1395000,4,2,84.9
758,Paris 15ème,Citroën-Boucicaut,975000,4,3,100.8
759,Paris 10ème,Porte Saint Denis-Paradis,1690000,5,4,139.1
760,Paris 1er,Saint Germain l'Auxerrois,1650000,4,2,100.45
761,Paris 4ème,Saint Gervais,1145000,3,2,75.27
762,Paris 18ème,Grandes Carrières-Clichy,995000,5,3,91.5
763,Paris 16ème,Muette Sud,2250000,5,3,161.72
764,Paris 15ème,Dupleix-Motte Picquet,1510000,4,3,131.0
765,Paris 12ème,Nation-Picpus,899000,3,2,83.0
766,Paris 1er,Vendôme,750000,2,1,40.0
767,Paris 14ème,Mouton Duvernet,645000,3,2,67.0
768,Paris 17ème,Pereire-Malesherbes,1390000,4,2,96.0
769,Paris 5ème,Jardin des Plantes,530400,2,1,42.85
770,Paris 14ème,Mouton Duvernet,635000,3,2,48.24
772,Paris 20ème,Père Lachaise-Réunion,475000,2,1,44.0
773,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,1390500,4,2,157.0
774,Paris 8ème,Triangle d'Or,3940000,5,4,161.0
775,Paris 11ème,Belleville-Saint Maur,990000,5,4,111.0
776,Paris 13ème,Nationale-Deux Moulins,3950000,8,4,415.0
777,Paris 19ème,Bassin de la Villette,615000,2,1,54.11
778,Paris 11ème,Belleville-Saint Maur,835000,3,2,66.0
779,Paris 13ème,Salpêtrière-Austerlitz,2850000,5,4,249.0
781,,,980000,4,3,160.0
782,Paris 16ème,Chaillot,2450000,6,3,190.0
783,Paris 18ème,Clignancourt-Jules Joffrin,1463000,5,4,96.0
784,Paris 13ème,Salpêtrière-Austerlitz,2850000,6,4,249.0
785,Paris 6ème,Saint Placide,4700000,7,5,235.0
786,Paris 7ème,Ecole Militaire,2678000,6,4,176.0
788,Paris 17ème,Champerret-Berthier,1085000,3,1,70.0
789,,,842000,5,3,122.0
790,Paris 16ème,Muette Sud,925000,2,1,55.0
791,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,550000,3,2,49.0
792,Paris 18ème,La Chapelle-Marx Dormoy,2140000,9,5,243.0
793,Paris 18ème,La Chapelle-Marx Dormoy,1220000,4,2,132.19
794,Paris 16ème,Muette Sud,1110000,3,2,70.19
795,Paris 18ème,Grandes Carrières-Clichy,529000,2,1,53.0
796,Paris 3ème,Sainte Avoie,632225,2,1,44.51
797,Paris 16ème,Muette Nord,10500000,7,4,430.0
798,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,920000,3,1,67.23
799,Paris 16ème,Muette Sud,8925000,15,8,600.0
800,Paris 19ème,Danube-Porte des Lilas,1842000,6,3,157.0
801,Paris 18ème,La Chapelle-Marx Dormoy,2140000,10,7,245.0
803,Paris 1er,Vendôme,1360000,3,2,68.0
804,Paris 3ème,Sainte Avoie,530000,2,1,39.01
805,Paris 20ème,Plaine,445000,2,1,51.88
806,Paris 11ème,Belleville-Saint Maur,459000,3,2,43.77
807,Paris 7ème,Invalides,3500000,5,3,225.0
808,Paris 11ème,Belleville-Saint Maur,285000,2,1,28.0
809,Paris 15ème,Emeriau-Zola,878000,3,2,90.0
810,Paris 10ème,Porte Saint Denis-Paradis,995000,3,2,87.0
811,Paris 14ème,Montsouris Dareau,300000,2,1,26.0
812,Paris 9ème,Trudaine-Maubeuge,1957000,6,4,182.33
813,Paris 20ème,Gambetta,445000,2,1,45.15
815,Paris 15ème,Alleray Procession,625000,3,2,57.0
817,Paris 9ème,Trudaine-Maubeuge,1669000,4,3,138.0
818,Paris 15ème,Saint Lambert,405000,2,1,30.75
819,Paris 15ème,Dupleix-Motte Picquet,650000,3,2,60.0
820,Paris 15ème,Emeriau-Zola,1320000,4,3,122.0
821,Paris 16ème,Muette Sud,895000,3,2,68.0
822,Paris 12ème,Bel-Air Sud,535000,3,2,51.0
824,Paris 14ème,Raspail-Montparnasse,519000,2,1,41.48
826,Paris 17ème,Epinettes-Bessières,580000,2,1,52.0
827,Paris 15ème,Emeriau-Zola,980000,4,3,85.0
829,Paris 16ème,Muette Nord,665000,3,2,62.5
830,Paris 11ème,Léon-Blum Folie-Regnault,895000,4,2,85.0
831,Paris 17ème,Legendre-Lévis,1795000,4,2,132.0
832,Paris 17ème,Courcelles-Wagram,2475000,6,4,195.0
833,Paris 16ème,Muette Nord,1030000,3,2,78.0
834,Paris 12ème,Aligre-Gare de Lyon,300000,2,1,26.39
835,Paris 11ème,Nation-Alexandre Dumas,599000,2,1,62.0
836,Paris 15ème,Emeriau-Zola,599000,3,2,55.0
841,Paris 17ème,Courcelles-Wagram,3500000,8,5,275.0
849,Paris 6ème,Saint Placide,1640000,3,2,75.0
851,Paris 15ème,Emeriau-Zola,995000,4,3,88.0
853,Paris 18ème,Clignancourt-Jules Joffrin,2016000,5,4,109.0
854,Paris 7ème,Ecole Militaire,5800000,7,5,350.0
858,Paris 6ème,Saint Placide,1030000,2,1,46.0
860,Paris 8ème,Hoche-Friedland,1190000,4,1,83.0
861,Paris 15ème,Vaugirard-Parc des Expositions,498750,2,1,46.0
867,,,3650000,6,4,235.0
868,Paris 18ème,Montmartre,755000,3,1,59.0
869,Paris 15ème,Violet Commerce,958000,4,3,97.0
870,Paris 18ème,Clignancourt-Jules Joffrin,329000,2,1,27.0
872,Paris 16ème,Chaillot,3800000,5,3,230.0
873,Paris 20ème,Plaine,575000,2,1,57.0
874,Paris 12ème,Bel-Air Nord,1350000,4,3,114.0
875,Paris 10ème,Chateau d'Eau-Lancry,645000,2,1,45.0
876,Paris 18ème,Goutte d'Or-Château Rouge,570000,3,2,71.0
877,Paris 18ème,Amiraux-Simplon-Poissonniers,598000,3,2,82.0
878,Paris 15ème,Emeriau-Zola,1200000,3,2,123.0
880,Paris 6ème,Rennes,1700000,4,3,88.0
881,Paris 16ème,Chaillot,2300000,4,2,155.0
882,Paris 16ème,Porte Dauphine,1980000,5,3,140.0
885,Paris 18ème,Goutte d'Or-Château Rouge,530000,2,1,39.0
886,Paris 18ème,Clignancourt-Jules Joffrin,515000,2,1,41.9
890,Paris 16ème,Porte Dauphine,785000,2,1,59.0
891,Paris 14ème,Raspail-Montparnasse,625000,3,2,61.6
893,Paris 20ème,Père Lachaise-Réunion,490000,2,1,41.1
894,Paris 12ème,Aligre-Gare de Lyon,246000,2,1,24.0
897,Paris 11ème,Bastille-Popincourt,1000000,4,3,70.05
899,Paris 16ème,Muette Nord,1995000,5,3,141.0
901,,,2520000,5,3,176.0
902,,,530000,3,1,44.0
903,,,390000,2,1,45.31
904,,,2300000,6,3,207.2
905,,,539000,3,2,60.0
906,,,1795000,5,4,169.0
907,,,2190000,5,3,144.0
909,,,478900,3,2,63.0
910,,,1239000,3,2,120.0
911,,,3725000,6,6,165.0
912,,,9900000,8,4,281.0
913,,,1585000,6,4,156.0
914,,,3090000,6,4,185.0
915,,,655000,2,1,61.0
917,,,920000,3,2,75.0
918,,,525000,3,2,51.33
919,,,1854000,5,3,125.0
920,,,2280000,5,3,153.36
921,,,309000,2,1,33.0
922,,,950820,3,2,89.7
923,,,1460000,6,4,116.0
924,,,883000,4,3,80.0
925,,,495000,2,1,48.0
926,,,1040000,5,3,104.0
928,,,915000,5,4,107.0
929,,,499000,2,1,36.0
931,,,635000,2,1,58.0
932,,,900000,4,3,74.0
933,,,1353000,4,3,138.02
934,,,661500,3,2,60.0
935,,,290000,2,1,27.0
936,,,950000,3,2,70.0
937,,,3250000,6,3,270.0
938,,,649000,3,2,66.0
939,,,1250000,3,2,75.0
940,,,1105000,4,2,85.22
942,,,938000,2,1,67.61
943,,,270000,2,1,29.25
946,,,546000,2,1,37.0
948,,,615000,2,1,54.0
949,,,884000,3,2,69.0
950,,,615000,3,2,51.0
951,,,775000,3,2,61.0
952,,,336000,2,1,36.25
953,,,499000,2,1,40.0
954,Paris 16ème,Chaillot,2994000,5,3,181.0
955,,,250000,2,1,19.0
956,,,525000,3,2,56.43
957,,,904800,3,2,83.0
958,,,779000,3,2,79.5
959,,,1390000,6,3,154.0
960,,,460000,3,2,57.44
961,,,495000,3,2,48.0
962,,,1225000,5,4,106.65
963,,,310,10,4,260.0
964,,,499000,2,1,41.08
965,,,483000,3,2,45.0
968,,,643000,4,3,70.1
969,,,500000,2,1,38.0
970,,,730000,3,1,50.0
971,,,2055000,5,3,134.0
972,,,5400000,8,4,202.0
973,,,1390000,4,3,96.0
974,,,483000,3,2,45.0
977,,,695000,2,1,42.0
978,,,1015000,3,2,70.1
979,,,775000,3,2,57.0
980,,,1390000,4,3,96.0
981,,,766500,3,2,66.02
982,,,8060000,7,5,316.56
983,,,1800000,4,2,116.0
984,,,515000,2,1,38.0
985,,,2190000,2,1,82.0
986,,,599000,2,1,55.81
987,,,546000,2,1,54.0
988,,,660000,3,1,75.0
989,,,594000,3,2,66.0
990,,,619000,3,2,67.0
991,,,1224000,4,3,86.0
992,,,2150000,4,1,96.0
993,,,898000,4,3,87.3
994,,,1087120,5,3,101.6
995,,,760000,3,2,70.2
996,,,997000,4,2,97.45
998,,,484000,3,2,52.0
999,,,780000,3,1,73.0
1000,,,465000,2,1,45.0
1002,,,367500,2,1,32.0
1003,,,1290000,4,3,102.0
1004,,,530000,2,1,39.0
1005,,,1224000,4,3,86.0
1007,,,1340000,4,3,117.0
1008,,,995000,4,3,85.99
1009,,,484000,3,2,52.0
1010,,,1350000,5,3,90.27
1011,,,1295000,5,3,106.48
1012,,,598000,2,1,51.0
1013,,,739000,4,3,83.0
1014,,,990000,4,2,85.65
1015,,,1350000,4,2,84.1
1016,,,499000,2,1,36.0
1017,,,1300000,5,2,91.02
1018,,,880000,2,1,64.0
1019,,,4200000,3,2,127.0
1020,,,695000,2,1,51.0
1021,,,960000,4,3,90.0
1022,,,1559000,5,3,119.0
1023,,,403000,2,1,35.0
1024,,,1470000,3,2,86.0
1025,,,515000,3,2,54.0
1026,,,1600000,4,2,107.0
1027,,,3675000,11,4,329.0
1028,,,545000,2,1,39.9
1029,,,927000,3,1,75.0
1030,,,1750000,5,4,113.0
1031,,,3500000,5,3,135.0
1032,,,414000,2,1,49.04
1033,,,2995000,7,4,222.48
1034,,,715000,4,2,82.0
1035,,,544000,2,1,59.48
1036,,,2420000,5,3,186.0
1037,,,999000,3,2,86.0
1038,,,1385000,4,3,121.0
1039,,,927000,3,1,75.0
1040,,,520000,2,1,44.0
1041,,,650000,3,2,65.0
1043,,,1390000,5,2,128.0
1044,,,1460000,4,3,80.0
1045,,,1630000,6,4,155.0
1046,,,1940000,5,3,124.0
1047,,,545000,3,1,61.0
1048,,,1460000,6,4,128.0
1049,,,867000,3,1,69.5
1050,,,399000,2,1,33.0
1051,,,534000,3,2,60.0
1052,,,660000,2,1,42.0
1053,,,1580000,5,3,115.0
1054,,,2370000,7,4,190.0
1055,,,4475000,5,4,155.0
1056,,,445000,3,2,48.92
1057,,,824000,3,2,54.0
1058,,,430000,2,1,41.0
1059,,,900000,5,4,98.83
1061,,,2910000,8,4,265.0
1062,,,1000000,4,3,84.13
1063,,,310,5,4,277.0
1064,,,667800,2,1,53.0
1066,,,540000,3,2,59.95
1067,,,1220000,4,3,86.3
1068,,,610000,2,1,53.2
1069,,,957000,3,2,74.45
1070,,,1131000,2,1,62.0
1071,,,875000,4,2,71.52
1073,,,430000,2,1,41.0
1074,,,900000,5,4,98.83
1075,,,263000,2,1,26.0
1076,,,2910000,8,4,265.0
1077,,,599000,3,2,64.26
1078,,,2620000,5,3,193.0
1079,,,1455000,4,2,86.0
1080,,,485000,3,2,71.0
1081,,,1140000,3,2,58.42
1082,,,1189320,3,2,80.0
1083,,,549000,4,3,60.0
1084,,,620000,3,2,68.0
1085,,,439000,3,2,43.0
1086,,,715000,2,1,58.0
1088,,,1570000,5,4,104.0
1090,,,829000,3,2,83.0
1092,,,1976400,5,4,183.0
1093,,,755000,2,1,68.0
1094,,,1880000,3,2,85.0
1095,,,770000,3,2,64.0
1096,,,605000,3,2,48.0
1097,,,830000,3,2,61.0
1098,,,1768000,6,4,163.81
1099,,,870000,3,1,70.0
