ville, price, room_nb, bedroom_nb, surface, quartier
Paris 16 (75016),520 000 €,1,,31,Paris
Paris 10 (75010),520 000 €,2,1 ch.,55,Paris
Paris 20 (75020),420 000 €,2,1 ch.,42,
Paris 18 (75018),520 000 €,3,2 ch.,62,Paris 18ème
Paris 17 (75017),520 000 €,2,1 ch.,61,Porte d'Asnière
Paris 20 (75020),520 000 €,2,1 ch.,54,Paris
Paris 06 (75006),520 000 €,1,1 ch.,28,Paris
Paris 13 (75013),520 000 €,1,,34,Paris 13ème
Paris 05 (75005),520 000 €,2,1 ch.,31,Secteur Mouffetard|Contrescarpe
Paris (75018),522 000 €,3,,62,
Paris 13ème (75013),522 000 €,1,,40,
Paris (75018),522 000 €,2,,52,
Paris 18 (75018),522 000 €,3,2 ch.,63,Paris 18ème
,523 000 €,3,1 ch.,48,
Paris (75018),523 000 €,2,,45,
Paris 05 (75005),523 000 €,2,1 ch.,31,Paris 5ème
Paris 17 (75017),524 700 €,3,1 ch.,61,Paris
Paris 17 (75017),525 000 €,2,1 ch.,43,
Paris 02 (75002),525 000 €,2,1 ch.,44,Paris 2ème
Paris 19ème (75019),525 000 €,2,,55,
Paris 12 (75012),525 000 €,6,4 ch.,104,Paris
Paris 15 (75015),525 000 €,2,1 ch.,41,Paris 15ème
Paris 14 (75014),525 000 €,2,1 ch.,36,Paris 14ème
Paris 14 (75014),450 000 €,2,1 ch.,31,Paris
Paris 19 (75019),525 000 €,3,2 ch.,57,
Paris 19 (75019),525 000 €,3,2 ch.,57,Paris 19ème
Paris 14 (75014),525 000 €,3,2 ch.,55,
Paris 10 (75010),525 000 €,3,2 ch.,46,Stalingrad
Paris 16 (75016),525 000 €,2,1 ch.,40,Paris
Paris 20 (75020),525 000 €,3,2 ch.,67,Paris
Paris 19 (75019),525 000 €,3,2 ch.,57,Rue du Docteur Potain
Paris 20 (75020),525 000 €,2,1 ch.,60,
Paris 20 (75020),525 000 €,3,2 ch.,105,
Paris 20ème (75020),525 000 €,3,,64,
Paris 10 (75010),525 000 €,2,1 ch.,43,Paris
Paris 19 (75019),525 000 €,3,2 ch.,57,Paris 19ème
Paris 02 (75002),525 000 €,2,1 ch.,44,Paris 2ème
Paris 05 (75005),525 000 €,2,1 ch.,37,Jardin-des-Plantes
Paris 15 (75015),525 000 €,3,2 ch.,56,Paris 15
Paris (75015),525 000 €,2,1 ch.,41,Paris
Paris 07 (75007),525 363 €,1,,36,Paris 7eme Arrondissement
Paris 13ème (75013),526 000 €,1,,40,
Paris 14 (75014),526 500 €,3,2 ch.,45,
Paris (75018),527 000 €,2,,52,
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 14 (75014),526 500 €,3,2 ch.,45,
Paris (75018),527 000 €,2,,52,
Paris 19 (75019),527 350 €,3,2 ch.,68,Paris 19ème
Paris 07 (75007),528 000 €,2,1 ch.,33,Paris 7ème
Paris 20 (75020),529 000 €,3,2 ch.,50,Paris
Paris 06 (75006),529 000 €,2,1 ch.,31,Paris 6ème
Paris 12 (75012),529 000 €,2,1 ch.,42,
Paris 19 (75019),530 000 €,3,2 ch.,71,Paris 19ème
Paris 16 (75016),530 000 €,2,1 ch.,49,Paris
Paris 17 (75017),530 000 €,1,,38,Paris
Paris 03 (75003),530 000 €,2,1 ch.,39,"Animations, école, Métro"
Paris 18 (75018),530 000 €,2,,40,Grandes-Carrières
Paris 10 (75010),530 000 €,2,1 ch.,51,
Paris 19 (75019),530 000 €,2,1 ch.,49,Paris 19ème
Paris 14 (75014),531 250 €,2,1 ch.,53,Paris 14ème
Paris (75018),532 000 €,2,,50,
Paris 13 (75013),534 000 €,2,1 ch.,43,Gare
Paris 11 (75011),535 000 €,3,2 ch.,55,
Paris 18 (75018),535 000 €,2,,40,Grandes-Carrières
Paris 13 (75013),535 000 €,2,1 ch.,51,Nationale-Deux Moulins
Paris 20 (75020),420 000 €,2,1 ch.,42,
,535 500 €,2,1 ch.,50,
Paris 13ème (75013),536 000 €,2,,39,
Paris 18 (75018),537 000 €,2,1 ch.,50,
Paris 12 (75012),538 000 €,2,1 ch.,55,Paris
Paris 10 (75010),539 000 €,2,1 ch.,51,Paris 10ème
Paris 03 (75003),540 000 €,1,1 ch.,39,
Paris 06 (75006),540 000 €,2,1 ch.,27,Odéon
Paris 17 (75017),540 000 €,2,1 ch.,42,Paris 17ème
Paris 15ème (75015),540 000 €,2,1 ch.,39,
Paris 12 (75012),540 000 €,2,1 ch.,45,
Paris 09 (75009),540 000 €,2,1 ch.,63,Paris
Paris 11 (75011),540 000 €,2,1 ch.,44,"Folie Méricourt, Quartier Oberkampf"
Paris 12 (75012),540 000 €,2,1 ch.,45,Porte de Vincennes
Paris 13 (75013),540 000 €,1,,40,Paris
Paris 13 (75013),540 000 €,2,1 ch.,46,Paris
Paris 09 (75009),540 000 €,2,1 ch.,64,Métro Ligne N°2 Station Anvers
Paris 15 (75015),540 000 €,2,1 ch.,57,Georges Brassens
Paris 16 (75116),540 000 €,1,,32,Paris
Paris 01 (75001),542 000 €,1,1 ch.,32,Palais Royal
Paris 15 (75015),544 000 €,2,1 ch.,41,Paris
Paris 19 (75019),745 000 €,4,3 ch.,77,
Paris 15 (75015),544 000 €,2,1 ch.,41,Paris
Paris 12 (75012),545 000 €,2,1 ch.,53,Paris 12
Paris 11 (75011),545 000 €,2,1 ch.,48,
Paris 04 (75004),545 000 €,2,1 ch.,34,Paris 4
Paris 15 (75015),545 000 €,2,1 ch.,40,Paris
Paris 13 (75013),545 000 €,3,2 ch.,59,Paris 13ème
Paris 16 (75016),545 000 €,2,1 ch.,43,Paris
Paris 12 (75012),545 000 €,3,2 ch.,68,Coulée Verte
Paris 15 (75015),545 000 €,2,,57,Paris 15
Paris 18 (75018),545 000 €,3,2 ch.,51,Paris 18ème
Paris 06 (75006),546 000 €,1,,21,Luxembourg
Paris 18 (75018),546 000 €,2,1 ch.,54,Paris 18ème
Paris 06 (75006),546 000 €,1,1 ch.,21,Odéon
Paris (75018),547 000 €,2,,50,
Paris 15 (75015),547 300 €,2,1 ch.,53,Paris 15
Paris 16 (75116),547 900 €,2,1 ch.,47,Paris
Paris 20 (75020),549 000 €,3,,62,Paris
Paris 12 (75012),549 000 €,3,2 ch.,58,Paris 12ème
Paris 19ème (75019),549 000 €,2,,57,
Paris 08 (75008),549 000 €,2,1 ch.,40,Paris 8eme Arrondissement
Paris 06 (75006),375 000 €,1,,27,
Paris 08 (75008),549 000 €,2,1 ch.,37,Paris 8ème
Paris 20 (75020),549 000 €,3,,62,Paris
Paris 12 (75012),549 000 €,3,2 ch.,58,Paris 12ème
,549 000 €,4,2 ch.,55,
Paris 18 (75018),549 500 €,2,1 ch.,74,Paris
Paris 18 (75018),550 000 €,2,1 ch.,39,Paris
Paris 08 (75008),550 000 €,1,,32,Paris 8ème
Paris 10 (75010),550 000 €,3,2 ch.,56,La Chapelle
Paris 11 (75011),550 000 €,2,1 ch.,47,Paris
Paris 04 (75004),550 000 €,1,,33,Paris 4ème
Paris 14 (75014),550 000 €,2,1 ch.,50,Paris
Paris 20ème (75020),550 000 €,3,,67,
Paris 16 (75016),550 000 €,2,1 ch.,58,Paris
Paris 02 (75002),550 000 €,1,1 ch.,27,Paris
Paris 04 (75004),550 000 €,1,,33,Paris 4ème
Paris 19 (75019),550 000 €,5,3 ch.,100,Paris
Paris 11 (75011),550 000 €,2,1 ch.,41,
Paris 08 (75008),550 000 €,1,,32,Paris 8ème
Paris 03 (75003),550 000 €,3,2 ch.,52,
Paris 07 (75007),550 000 €,2,1 ch.,45,Paris 7eme Arrondissement
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 20ème (75020),550 000 €,3,,64,
Paris 20 (75020),550 000 €,3,2 ch.,60,Pelleport
Paris 13 (75013),550 000 €,3,2 ch.,60,Paris
Paris 07 (75007),550 000 €,2,1 ch.,42,Paris
Paris 15 (75015),550 000 €,2,1 ch.,42,Paris
Paris 17 (75017),551 200 €,2,1 ch.,40,
Paris (75018),552 000 €,3,,65,
Paris 17 (75017),552 000 €,2,,40,
,552 000 €,2,1 ch.,55,
Paris 18 (75018),552 000 €,4,3 ch.,88,Paris 18ème
,552 300 €,2,1 ch.,57,
Paris 11 (75011),555 500 €,3,2 ch.,55,Paris
Paris 20ème (75020),556 000 €,3,,65,
Paris (75018),557 000 €,3,,65,
Paris 06 (75006),560 000 €,2,1 ch.,38,Paris 6ème
Paris 15 (75015),560 000 €,2,1 ch.,49,Balard
Paris 15ème (75015),560 000 €,2,1 ch.,39,
Paris 03 (75003),560 000 €,2,1 ch.,42,Paris
Paris 16 (75016),560 000 €,3,1 ch.,63,Paris
Paris 04 (75004),560 000 €,2,1 ch.,32,
Paris 20 (75020),587 000 €,3,2 ch.,69,
Paris 04 (75004),560 000 €,2,1 ch.,32,
Paris 03 (75003),560 000 €,2,1 ch.,45,Paris 3ème
Paris 05 (75005),560 000 €,2,1 ch.,40,Paris
Paris 05 (75005),560 000 €,4,4 ch.,43,
Paris 16 (75016),560 000 €,2,1 ch.,43,Paris
Paris 05 (75005),560 000 €,2,1 ch.,35,Paris 5e Arrondissement
Paris 19ème (75019),561 000 €,2,,56,
Paris 11 (75011),562 000 €,2,1 ch.,47,Paris 11ème
Paris 03 (75003),562 000 €,2,1 ch.,46,Paris 03
Paris 03 (75003),565 000 €,2,1 ch.,36,Enfants-Rouges
Paris 18 (75018),565 000 €,3,1 ch.,55,Paris 18ème
Paris 03 (75003),565 000 €,2,1 ch.,35,Paris 3ème
Paris 11 (75011),565 000 €,1,,46,Paris 11ème
Paris 03 (75003),565 000 €,2,1 ch.,35,Paris
Paris 15 (75015),565 000 €,3,1 ch.,57,Paris 15e Arrondissement
Paris 12 (75012),565 000 €,2,1 ch.,51,Bercy
Paris 18 (75018),565 000 €,3,2 ch.,49,
Paris 03 (75003),565 000 €,2,1 ch.,42,Enfants-Rouges
Paris 08 (75008),565 000 €,2,1 ch.,37,Paris 8ème
Paris 12 (75012),566 000 €,3,2 ch.,52,Paris
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 19ème (75019),566 000 €,2,,56,
Paris 11 (75011),567 000 €,2,1 ch.,44,Paris
Paris 03 (75003),567 100 €,2,1 ch.,38,Paris
Paris 15 (75015),567 100 €,3,2 ch.,51,
Paris 20 (75020),567 100 €,3,2 ch.,61,Paris
Paris 16 (75016),567 100 €,2,1 ch.,43,Paris
Paris 08 (75008),569 000 €,1,,35,élysée - Hôtel Matignon - Champs élysées
Paris 10 (75010),569 150 €,3,2 ch.,56,Paris 10ème
Paris 10 (75010),570 000 €,2,1 ch.,47,"Canal Saint Martin, Place Sainte Marthe"
Paris 08 (75008),570 000 €,1,,36,Champs-élysées
Paris 17 (75017),570 000 €,2,1 ch.,43,
Paris 19 (75019),570 000 €,3,2 ch.,50,
Paris 15ème (75015),570 000 €,2,1 ch.,39,
Paris 18 (75018),570 000 €,4,3 ch.,93,Paris 18ème
Paris 17 (75017),570 000 €,3,1 ch.,46,Ternes
Paris 20 (75020),570 000 €,3,2 ch.,59,Paris
Paris 10 (75010),570 000 €,3,2 ch.,57,La Chapelle
Paris 06 (75006),570 000 €,2,1 ch.,36,Paris
,571 000 €,2,1 ch.,39,
Paris 10 (75010),574 000 €,3,2 ch.,48,Paris 10ème
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 15 (75015),575 000 €,3,1 ch.,44,Paris 15ème
Paris 16 (75016),575 000 €,3,2 ch.,45,Paris
Paris 03 (75003),575 000 €,2,1 ch.,42,Paris
Paris 19 (75019),575 000 €,3,2 ch.,62,
Paris 14 (75014),575 000 €,2,1 ch.,51,
Paris 05 (75005),575 000 €,2,1 ch.,42,Paris
Paris 13 (75013),576 000 €,2,1 ch.,49,Paris 13ème
Paris 13 (75013),576 000 €,2,1 ch.,49,Paris 13ème
Paris 13 (75013),576 000 €,2,1 ch.,48,Paris 13ème
Paris 13 (75013),576 000 €,2,1 ch.,49,Paris
Paris 17 (75017),576 640 €,3,2 ch.,68,Palais de Justice
Paris 19 (75019),578 000 €,3,2 ch.,68,Paris 19eme Arrondissement
Paris 18 (75018),578 000 €,3,2 ch.,61,Paris 18ème
Paris 08 (75008),578 000 €,1,,21,Champs-Elysées
Paris 04 (75004),579 000 €,2,1 ch.,42,Marais
Paris 03 (75003),580 000 €,2,1 ch.,47,Enfants Rouges
Paris 09 (75009),580 000 €,2,1 ch.,56,Paris 9eme Arr.
Paris 02 (75002),580 000 €,2,1 ch.,41,Paris 2ème
Paris 04 (75004),580 000 €,1,1 ch.,32,
Paris 20 (75020),580 000 €,3,2 ch.,55,Belleville
Paris 14 (75014),450 000 €,2,1 ch.,31,Paris
Paris 16 (75116),580 000 €,2,1 ch.,39,Paris
Paris 15 (75015),580 900 €,3,2 ch.,60,Paris 15ème
Paris 18 (75018),584 000 €,2,1 ch.,53,Paris 18ème
Paris 18 (75018),584 000 €,2,1 ch.,53,
Paris 12 (75012),584 000 €,3,2 ch.,58,Paris
Paris 17 (75017),585 000 €,2,1 ch.,47,Paris 17ème
Paris 18 (75018),585 000 €,3,2 ch.,65,Chapelle
Paris 14 (75014),585 000 €,3,2 ch.,63,Paris 14ème
Paris 15 (75015),585 000 €,2,,50,Paris 15
Paris 14 (75014),585 000 €,2,1 ch.,43,Porte d'Orléans
Paris 18 (75018),585 000 €,3,2 ch.,53,Paris 18ème
Paris 08 (75008),586 000 €,2,1 ch.,35,Paris 8ème
Paris 18 (75018),586 000 €,3,2 ch.,61,Paris 18
Paris 20 (75020),587 000 €,3,2 ch.,69,
Paris 06 (75006),588 000 €,1,1 ch.,33,Paris
Paris 07 (75007),588 000 €,3,2 ch.,43,Paris 7ème
Paris 19 (75019),588 000 €,3,2 ch.,66,Paris 19ème
Paris 13 (75013),588 000 €,2,1 ch.,50,Paris 13ème
Paris 05 (75005),588 000 €,1,1 ch.,33,Paris
Paris 11 (75011),590 000 €,2,1 ch.,42,Paris
Paris 16 (75116),3 650 000 €,9,4 ch.,302,Paris
Paris 01 (75001),590 000 €,1,,33,
Paris 19 (75019),590 000 €,3,2 ch.,58,Paris 19ème
Paris 15 (75015),590 000 €,3,2 ch.,51,Paris 15ème
Paris 16 (75016),590 000 €,2,1 ch.,40,Paris
Paris 17 (75017),590 000 €,2,1 ch.,45,
Paris 01 (75001),590 000 €,1,,33,Paris 1er
Paris 02 (75002),590 000 €,2,1 ch.,48,
Paris 19 (75019),590 000 €,3,2 ch.,58,Paris 19ème
Paris 15 (75015),590 000 €,3,2 ch.,60,Paris 15ème
Paris 02 (75002),590 000 €,2,1 ch.,48,Paris 2ème
Paris 11 (75011),590 000 €,2,1 ch.,42,Paris
Paris 16 (75016),590 000 €,2,1 ch.,41,Paris
Paris 14 (75014),590 000 €,2,1 ch.,56,Petit-Montrouge
Paris 13 (75013),592 000 €,2,1 ch.,51,Paris 13ème
Paris (75014),594 000 €,2,1 ch.,43,
Paris 15 (75015),594 000 €,3,2 ch.,55,Paris 15ème
Paris 14 (75014),594 500 €,4,3 ch.,71,
Paris 07 (75007),595 000 €,2,1 ch.,45,Paris 7eme Arrondissement
Paris 07 (75007),595 000 €,1,,29,Paris 7ème
Paris 15 (75015),595 000 €,2,1 ch.,51,Paris 15ème
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 20 (75020),595 000 €,3,2 ch.,68,
,595 000 €,2,1 ch.,57,
Paris 05 (75005),595 000 €,2,1 ch.,41,
Paris 05 (75005),595 000 €,2,1 ch.,49,Luxembourg
Paris 15 (75015),595 000 €,2,1 ch.,58,Paris
Paris 13 (75013),595 000 €,4,3 ch.,74,
Paris 18 (75018),595 000 €,3,2 ch.,66,
Paris 20 (75020),595 000 €,3,2 ch.,68,Paris
Paris 01 (75001),595 000 €,2,,30,Palais-Royal
Paris 20 (75020),595 000 €,3,2 ch.,75,
Paris 16 (75016),596 500 €,3,2 ch.,54,Paris
Paris 18 (75018),597 000 €,3,2 ch.,66,Paris 18eme Arrondissement
Paris (75018),597 000 €,3,,65,
Paris 14 (75014),597 000 €,3,2 ch.,51,Paris
Paris 02 (75002),598 000 €,2,1 ch.,39,
Paris 14 (75014),598 000 €,3,2 ch.,67,Alésia
Paris 18 (75018),598 000 €,3,2 ch.,82,Paris 18ème
Paris 08 (75008),598 000 €,1,1 ch.,39,Paris
Paris 14 (75014),598 000 €,3,2 ch.,67,
Paris 18 (75018),598 000 €,3,2 ch.,61,Paris
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 07 (75007),598 000 €,2,1 ch.,34,Saint-Thomas-d'Aquin
,599 000 €,3,2 ch.,65,
Paris 09 (75009),599 000 €,2,1 ch.,66,Paris 9ème
Paris 18 (75018),599 000 €,3,2 ch.,64,Marche de l Olive
Paris 02 (75002),599 000 €,2,1 ch.,48,Paris
Paris 15 (75015),599 000 €,2,1 ch.,53,Paris
Paris 16 (75016),599 000 €,2,1 ch.,50,Paris
Paris 02 (75002),599 000 €,2,1 ch.,42,Paris 2ème
Paris 09 (75009),599 000 €,3,2 ch.,65,"Trinité-d'Estienne d'Orves, Chaussée d'Antin-la Fayette"
Paris 18 (75018),599 500 €,2,1 ch.,39,Paris 18
Paris 12 (75012),599 500 €,3,2 ch.,54,
Paris 10 (75010),599 900 €,4,2 ch.,136,
Paris 20ème (75020),600 000 €,3,,64,
Paris 13 (75013),600 000 €,2,1 ch.,44,Paris
Paris 20 (75020),600 000 €,3,2 ch.,59,
Paris 06 (75006),600 000 €,1,,32,Paris 6ème
Paris 13 (75013),600 000 €,2,1 ch.,44,Paris
Paris 05 (75005),600 000 €,2,1 ch.,33,Paris 5ème
Paris 05 (75005),600 000 €,2,1 ch.,33,Paris 5ème
Paris 16 (75016),600 000 €,3,2 ch.,55,Paris
Paris 14 (75014),650 000 €,1,,49,Paris
Paris 16 (75016),600 000 €,3,2 ch.,55,Paris
Paris 18 (75018),601 000 €,4,3 ch.,74,Paris 18ème
Paris 20ème (75020),601 000 €,3,,60,
Paris 13 (75013),603 000 €,4,3 ch.,86,Pte d'Italie| Pte d'Ivry
Paris 15 (75015),605 000 €,3,2 ch.,55,Paris
Paris (75020),606 000 €,3,2 ch.,57,
Paris (75018),607 000 €,3,,65,
Paris 05 (75005),608 000 €,2,1 ch.,37,Paris 5ème
Paris 04 (75004),608 500 €,2,1 ch.,41,
Paris 10 (75010),610 000 €,2,1 ch.,54,Paris 10
Paris 20 (75020),610 000 €,4,2 ch.,60,Paris
Paris 20ème (75020),610 000 €,3,,60,
Paris 18 (75018),610 000 €,3,1 ch.,56,Paris
Paris 10 (75010),610 000 €,2,1 ch.,53,Paris
Paris 15ème (75015),610 000 €,2,,48,
Paris 10 (75010),610 000 €,2,1 ch.,54,Paris 10ème
Paris 13 (75013),610 000 €,3,,50,Paris 13
Paris 05 (75005),614 000 €,2,1 ch.,40,Paris 5ème
Paris 15 (75015),614 800 €,2,1 ch.,56,Paris 15ème
Paris 11 (75011),615 000 €,4,2 ch.,62,Nation
Paris 19 (75019),328 600 €,1,,33,
Paris 15 (75015),614 800 €,2,1 ch.,56,Paris 15ème
Paris 11 (75011),615 000 €,4,2 ch.,62,Nation
Paris 19 (75019),615 000 €,2,1 ch.,60,Combat
Paris 15 (75015),615 000 €,3,1 ch.,54,Dupleix
,615 000 €,3,1 ch.,57,
Paris 18 (75018),615 000 €,2,1 ch.,54,Paris 18ème
Paris 14 (75014),615 000 €,3,2 ch.,54,Paris
Paris 16 (75116),618 000 €,2,1 ch.,48,Paris
Paris 18 (75018),618 000 €,3,2 ch.,54,Paris
Paris 11 (75011),619 000 €,3,2 ch.,66,
Paris 11 (75011),619 000 €,3,2 ch.,66,
Paris 15 (75015),619 000 €,3,2 ch.,48,Paris 15ème
Paris 08 (75008),619 000 €,2,1 ch.,45,Madeleine
Paris 20 (75020),619 000 €,3,2 ch.,69,Paris 20ème
Paris 20 (75020),620 000 €,3,2 ch.,59,Paris
Paris 04 (75004),620 000 €,2,1 ch.,41,
Paris 19 (75019),620 000 €,2,1 ch.,62,Jourdain
Paris 20 (75020),620 000 €,3,2 ch.,59,Paris 20ème
Paris 15 (75015),620 000 €,2,1 ch.,55,Boucicaut
Paris 20 (75020),620 000 €,2,1 ch.,55,Paris
Paris 19 (75019),745 000 €,4,3 ch.,77,
Paris 15 (75015),620 000 €,2,1 ch.,54,
Paris 04 (75004),620 000 €,2,1 ch.,41,Paris 4ème
Paris 20 (75020),620 000 €,3,2 ch.,59,Paris
Paris 04 (75004),620 000 €,2,1 ch.,41,
Paris 13 (75013),620 500 €,2,1 ch.,59,Paris 13ème
Paris 20 (75020),621 000 €,3,2 ch.,71,
Paris 14 (75014),622 000 €,2,1 ch.,50,
Paris 18 (75018),624 000 €,4,3 ch.,74,Paris
Paris 15 (75015),624 000 €,2,1 ch.,51,Paris 15ème
Paris 20 (75020),624 000 €,3,1 ch.,67,Gambetta
Paris 18 (75018),624 000 €,2,1 ch.,69,Paris
Paris 12 (75012),624 000 €,4,3 ch.,86,
Paris 03 (75003),624 750 €,2,1 ch.,52,Paris
Paris 20 (75020),625 000 €,3,2 ch.,65,
Paris 06 (75006),625 000 €,2,1 ch.,42,Paris
Paris 15 (75015),625 000 €,3,1 ch.,55,Paris
Paris 15 (75015),625 000 €,3,2 ch.,66,Paris 15ème
Paris 20 (75020),625 000 €,3,2 ch.,67,Paris 20ème
Paris 16 (75016),625 000 €,2,1 ch.,32,Paris
Paris 06 (75006),625 000 €,2,1 ch.,40,Paris 6ème
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 16 (75016),625 000 €,2,1 ch.,32,Paris
Paris 20 (75020),625 000 €,3,2 ch.,67,Paris 20ème
Paris 06 (75006),625 000 €,2,1 ch.,40,Paris 6ème
Paris 12 (75012),625 000 €,2,1 ch.,45,
Paris 20 (75020),625 000 €,3,2 ch.,65,
Paris 06 (75006),625 000 €,2,1 ch.,42,Paris
Paris 13 (75013),625 400 €,2,1 ch.,47,
Paris 15 (75015),626 000 €,3,4 ch.,54,Lourmel
Paris (75018),627 000 €,4,,76,
Paris 14 (75014),627 000 €,3,1 ch.,57,Raspail-Montparnasse
Paris 17 (75017),628 000 €,3,1 ch.,64,
Paris 19 (75019),629 000 €,5,4 ch.,80,Paris 19ème
Paris 15 (75015),629 000 €,2,1 ch.,48,Paris 15ème
Paris 19 (75019),629 000 €,5,4 ch.,80,Paris 19ème
Paris 13 (75013),629 000 €,2,1 ch.,59,Paris 13e Arrondissement
Paris 03 (75003),630 000 €,2,1 ch.,46,Paris 3ème
Paris 15 (75015),630 000 €,2,1 ch.,48,Balard
Paris 20 (75020),630 000 €,3,2 ch.,64,
Paris 05 (75005),630 000 €,3,1 ch.,43,Jardin-des-Plantes
Paris 08 (75008),630 000 €,2,1 ch.,40,Paris 8ème
Paris 14 (75014),450 000 €,2,1 ch.,31,Paris
Paris 15 (75015),630 000 €,2,1 ch.,52,Falguière
Paris 07 (75007),630 000 €,3,1 ch.,40,Paris
Paris 18 (75018),630 000 €,3,2 ch.,53,Paris 18ème
Paris 15 (75015),630 000 €,2,1 ch.,46,Paris 15ème
Paris 20 (75020),630 000 €,3,2 ch.,64,Saint-Fargeau
Paris 04 (75004),630 000 €,2,1 ch.,42,Paris 4ème
Paris 07 (75007),630 000 €,2,1 ch.,34,Invalides
Paris 15ème (75015),630 000 €,2,,48,
Paris 20 (75020),630 000 €,3,,64,
Paris 06 (75006),630 000 €,2,1 ch.,40,Odéon
Paris 15ème (75015),630 000 €,2,,48,
Paris 15 (75015),630 000 €,2,1 ch.,48,Paris 15ème
Paris 10 (75010),630 000 €,3,1 ch.,55,Paris 10
Paris 13 (75013),630 000 €,3,2 ch.,61,Butte aux Cailles
Paris 08 (75008),630 000 €,1,,40,Paris 8ème
Paris 11 (75011),630 000 €,2,1 ch.,69,Paris 11ème
Paris 06 (75006),630 000 €,2,1 ch.,40,Odéon
Paris 15 (75015),630 000 €,2,1 ch.,52,Paris 15ème
Paris 15 (75015),630 000 €,3,2 ch.,58,Paris
Paris 13 (75013),630 000 €,3,2 ch.,67,Paris 13ème
Paris 14 (75014),650 000 €,1,,49,Paris
Paris 15 (75015),630 000 €,2,1 ch.,52,Paris 15ème
Paris 14 (75014),631 120 €,1,,42,Paris
Paris 11 (75011),635 000 €,2,1 ch.,51,Paris
Paris 16 (75016),635 000 €,2,1 ch.,58,Paris
Paris 15 (75015),635 000 €,3,1 ch.,69,Paris 15ème
Paris 14 (75014),635 000 €,3,2 ch.,48,Petit-Montrouge
Paris 16 (75016),635 000 €,3,2 ch.,58,Paris
Paris 11 (75011),635 000 €,2,1 ch.,57,Paris 11ème
Paris 14 (75014),635 000 €,3,2 ch.,48,
Paris 17 (75017),635 000 €,3,1 ch.,53,Paris 17ème
Paris 17 (75017),635 000 €,3,1 ch.,53,
Paris 04 (75004),635 000 €,2,1 ch.,38,
Paris 04 (75004),636 000 €,2,1 ch.,40,
Paris (75018),637 000 €,4,,74,
Paris 14 (75014),637 000 €,2,1 ch.,59,
Paris 18 (75018),637 000 €,4,3 ch.,74,Paris 18ème
Paris 19 (75019),639 000 €,3,2 ch.,62,
Paris 12 (75012),639 000 €,3,2 ch.,54,Paris
Paris 05 (75005),640 000 €,2,1 ch.,51,Lavoisier
Paris 04 (75004),640 000 €,2,1 ch.,47,Saint Paul
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 04 (75004),640 000 €,2,1 ch.,47,Saint Paul
Paris 07 (75007),640 000 €,2,1 ch.,43,Paris 7ème
Paris 19ème (75019),642 000 €,3,,67,
Paris 19ème (75019),642 000 €,3,,66,
Paris 07 (75007),643 000 €,1,,35,Paris
Paris 15 (75015),646 000 €,3,2 ch.,55,Paris 15ème
Paris 08 (75008),647 700 €,1,,36,
Paris 19 (75019),648 000 €,3,2 ch.,66,Paris
Paris 12ème (75012),648 000 €,3,,63,
Paris (75012),648 000 €,3,,63,
Paris 12 (75012),648 000 €,3,2 ch.,64,
Paris 12 (75012),648 000 €,3,2 ch.,64,Picpus
Paris 01 (75001),649 000 €,2,1 ch.,52,Paris 1er
Paris 15 (75015),649 000 €,2,1 ch.,57,Paris 15ème
Paris 13 (75013),649 000 €,2,1 ch.,62,
Paris 16 (75016),649 000 €,2,1 ch.,54,Paris
Paris 10 (75010),649 000 €,3,2 ch.,59,Goncourt
Paris 16 (75016),649 000 €,2,1 ch.,70,Paris
Paris 10 (75010),649 000 €,3,2 ch.,59,
Paris 01 (75001),649 000 €,2,1 ch.,51,Paris
Paris 20 (75020),420 000 €,2,1 ch.,42,
Paris 16 (75016),649 000 €,2,1 ch.,70,Paris
Paris 01 (75001),649 000 €,2,1 ch.,51,Paris
Paris 20 (75020),650 000 €,5,3 ch.,80,Paris 20ème
Paris 15 (75015),650 000 €,2,1 ch.,70,Paris
Paris 02 (75002),650 000 €,2,1 ch.,50,Paris 2ème
Paris 01 (75001),650 000 €,2,1 ch.,48,
Paris 20 (75020),650 000 €,4,2 ch.,81,Paris
Paris 06 (75006),650 000 €,1,,38,Paris 6ème
Paris 01 (75001),650 000 €,2,1 ch.,36,Paris Centre
Paris 20 (75020),650 000 €,4,3 ch.,79,Paris
,650 000 €,3,2 ch.,60,
Paris 14 (75014),650 000 €,3,1 ch.,65,Paris 14ème
Paris 17 (75017),650 000 €,2,1 ch.,51,
Paris 15 (75015),650 000 €,2,1 ch.,55,
Paris 11 (75011),650 000 €,4,2 ch.,66,Paris 11ème
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 10 (75010),650 000 €,3,1 ch.,54,Paris 10
Paris 10 (75010),650 000 €,3,2 ch.,52,Paris 10ème
Paris 19 (75019),650 000 €,3,2 ch.,80,Paris
